cod_estab,nombre,tipo,comuna,cod_comuna,region,servicio_salud,zona,inscritos_60,bajo_control_65,deteccion,ef_registro,deficit,score,prioridad,lat,lon
121783,Centro Comunitario de Salud Familiar Todos los Santos,Centro Comunitario de Salud Familiar (CECOSF),Villarrica,09120,La Araucanía,Servicio de Salud Araucanía Sur,mixto,453,0,,-0.25,0.25,2.6,Baja,-39.294536,-72.237385
122447,Posta de Salud Rural Llifén,Posta de Salud Rural (PSR),Futrono,14202,Los Ríos,Servicio de Salud Los Rios,rural,340,2,,-0.199,0.199,2.6,Baja,-40.19843,-72.25862
115411,Posta de Salud Rural Los Lirios,Posta de Salud Rural (PSR),Requínoa,06116,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,663,0,,-0.169,0.169,2.4,Baja,-34.22395,-70.78467
123410,Posta de Salud Rural Tres Esteros,Posta de Salud Rural (PSR),Río Negro,10305,Los Lagos,Servicio de Salud Osorno,rural,133,0,,-0.218,0.218,2.4,Baja,-40.77142,-73.29243
111381,Centro de Salud Familiar Ignacio Domeyko,Centro de Salud Familiar (CESFAM),Santiago,13101,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,,13816,11,0.0113739763421292,-0.148,0.148,2.4,Baja,-33.43892,-70.67247
110364,Centro de Salud Familiar Huamachuco,Centro de Salud Familiar (CESFAM),Renca,13128,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,3222,22,0.0975436729626674,-0.176,0.176,2.4,Baja,-33.39126,-70.69893
117401,Posta de Salud Rural Talquipén,Posta de Salud Rural (PSR),Coihueco,16302,Ñuble,Servicio de Salud Ñuble,rural,128,1,,-0.22,0.22,2.4,Baja,-36.60791,-71.92795
108401,Posta de Salud Rural Cariño Botado,Posta de Salud Rural (PSR),San Esteban,05304,Valparaíso,Servicio de Salud Aconcagua,mixto,1,0,,-1.961,1.961,2.3,Baja,-32.79561,-70.55644
108402,Posta de Salud Rural Campos de Ahumada,Posta de Salud Rural (PSR),San Esteban,05304,Valparaíso,Servicio de Salud Aconcagua,mixto,1,0,,-1.961,1.961,2.3,Baja,-32.71099,-70.54447
116479,Posta de Salud Rural Las Cañas,Posta de Salud Rural (PSR),Constitución,07102,Maule,Servicio de Salud Del Maule,mixto,500,0,,-0.217,0.217,2.3,Baja,-35.475003,-72.501996
116477,Posta de Salud Rural Chupallar,Posta de Salud Rural (PSR),Linares,07401,Maule,Servicio de Salud Del Maule,mixto,86,3,,-0.302,0.302,2.3,Baja,-35.86576,-71.23652
111370,Centro de Salud Familiar Padre Orellana,Centro de Salud Familiar (CESFAM),Santiago,13101,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,,10009,10,0.0142728687038808,-0.148,0.148,2.3,Baja,-33.468114,-70.642536
108411,Posta de Salud Rural Quebrada de Herrera,Posta de Salud Rural (PSR),Putaendo,05705,Valparaíso,Servicio de Salud Aconcagua,rural,1,0,,-1.402,1.402,2.2,Baja,-32.67427,-70.75062
129408,Posta de Salud Rural Trintre,Posta de Salud Rural (PSR),Los Sauces,09206,La Araucanía,Servicio de Salud Araucanía Norte,mixto,1,0,,-1.874,1.874,2.2,Baja,-37.92525,-72.743572
129585,Posta de Salud Rural Pivadenco,Posta de Salud Rural (PSR),Los Sauces,09206,La Araucanía,Servicio de Salud Araucanía Norte,mixto,1,0,,-1.874,1.874,2.2,Baja,-37.886719,-72.853114
123414,Posta de Salud Rural Hueyusca,Posta de Salud Rural (PSR),Purranque,10303,Los Lagos,Servicio de Salud Osorno,mixto,1,0,,-1.778,1.778,2.1,Baja,-40.93138,-73.54169
123416,Posta de Salud Rural Colonia Ponce,Posta de Salud Rural (PSR),Purranque,10303,Los Lagos,Servicio de Salud Osorno,mixto,1,1,,-1.778,1.778,2.1,Baja,-40.991508,-73.053042
123417,Posta de Salud Rural La Naranja,Posta de Salud Rural (PSR),Purranque,10303,Los Lagos,Servicio de Salud Osorno,mixto,1,0,,-1.778,1.778,2.1,Baja,-41.02661,-73.51157
109718,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario de Salud Familiar (CECOSF),Huechuraba,13107,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,urbano,1926,17,0.126094051327696,-0.159,0.159,2.1,Baja,-33.36005,-70.68353
200273,Centro Comunitario de Salud Familiar Punta Mira,Centro Comunitario de Salud Familiar (CECOSF),Coquimbo,04102,Coquimbo,Servicio de Salud Coquimbo,,1,5,,-1.644,1.644,2,Baja,-29.9931,-71.32357
105467,Posta de Salud Rural Diaguitas,Posta de Salud Rural (PSR),Vicuña,04106,Coquimbo,Servicio de Salud Coquimbo,mixto,430,0,,-0.19,0.19,2,Baja,-30.02372,-70.63613
114309,Centro de Salud Familiar Pablo de Rokha,Centro de Salud Familiar (CESFAM),La Pintana,13112,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,5453,15,0.0392968483927589,-0.132,0.132,2,Baja,-33.57662,-70.64964
102416,Posta de Salud Rural Matilla,Posta de Salud Rural (PSR),Pica,01405,Tarapacá,Servicio de Salud Tarapacá,rural,92,0,,-0.19,0.19,1.9,Baja,-20.51356,-69.36094
115474,Posta de Salud Rural Cardonal de Panilonco,Posta de Salud Rural (PSR),Pichilemu,06201,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,218,1,,-0.201,0.201,1.9,Baja,-34.29219,-71.88352
116486,Posta de Salud Rural Loma de Vásquez,Posta de Salud Rural (PSR),Longaví,07403,Maule,Servicio de Salud Del Maule,rural,1,0,,-1.26,1.26,1.9,Baja,-36.223188,-71.446623
114317,Centro de Salud Familiar Santo Tomás,Centro de Salud Familiar (CESFAM),La Pintana,13112,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,4335,19,0.0626132806063602,-0.132,0.132,1.9,Baja,-33.55697,-70.61654
119711,Centro Comunitario de Salud Familiar Los Lobos la Gloria,Centro Comunitario de Salud Familiar (CECOSF),Talcahuano,08110,Biobío,Servicio de Salud Talcahuano,,33,2,,-0.296,0.296,1.8,Baja,-36.72302,-73.14301
114327,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),La Pintana,13112,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,2574,11,0.0610500610500611,-0.132,0.132,1.8,Baja,-33.59543,-70.6217
102414,Posta de Salud Rural La Huayca,Posta de Salud Rural (PSR),Pozo Almonte,01401,Tarapacá,Servicio de Salud Tarapacá,mixto,267,0,,-0.173,0.173,1.7,Baja,-20.431055,-69.561453
108410,Posta de Salud Rural La Orilla (Putaendo),Posta de Salud Rural (PSR),Putaendo,05705,Valparaíso,Servicio de Salud Aconcagua,rural,19,0,,-0.258,0.258,1.7,Baja,-32.65693,-70.70243
115461,Posta de Salud Rural Alto Ramírez,Posta de Salud Rural (PSR),Pichilemu,06201,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,139,2,,-0.201,0.201,1.7,Baja,-34.480679,-71.906179
116416,Posta de Salud Rural Upeo,Posta de Salud Rural (PSR),Curicó,07301,Maule,Servicio de Salud Del Maule,,17,0,,-0.337,0.337,1.7,Baja,-35.126662,-71.035328
120710,Centro Comunitario de Salud Familiar Los Pioneros,Centro Comunitario de Salud Familiar (CECOSF),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,832,2,,-0.15,0.15,1.7,Baja,-37.46769,-72.37513
120441,Posta de Salud Rural Pitril,Posta de Salud Rural (PSR),Alto Biobío,08314,Biobío,Servicio de Salud Biobío,rural,7,0,,-0.359,0.359,1.7,Baja,-37.81947,-71.55706
124540,Posta de Salud Rural El Espolón,Posta de Salud Rural (PSR),Futaleufú,10402,Los Lagos,Servicio de Salud Del Reloncaví,mixto,27,0,,-0.299,0.299,1.7,Baja,-43.09361,-72.02093
117701,Centro Comunitario de Salud Familiar Padre Hurtado,Centro Comunitario de Salud Familiar (CECOSF),Chillán,16101,Ñuble,Servicio de Salud Ñuble,,3,2,,-0.676,0.676,1.6,Baja,-36.59729,-72.10102
200261,Centro Comunitario de Salud Familiar Doña Isabel,Centro Comunitario de Salud Familiar (CECOSF),Chillán,16101,Ñuble,Servicio de Salud Ñuble,,15,2,,-0.335,0.335,1.6,Baja,-36.61336,-72.13223
129428,Posta de Salud Rural Loncoyán,Posta de Salud Rural (PSR),Purén,09208,La Araucanía,Servicio de Salud Araucanía Norte,mixto,94,1,,-0.195,0.195,1.5,Baja,-38.115008,-72.949181
123436,Posta de Salud Rural Chanco ( San Pablo ),Posta de Salud Rural (PSR),San Pablo,10307,Los Lagos,Servicio de Salud Osorno,rural,4,0,,-0.413,0.413,1.5,Baja,-40.423394,-73.325818
104401,Posta de Salud Rural El Salado de Chañaral,Posta de Salud Rural (PSR),Chañaral,03201,Atacama,Servicio de Salud Atacama,urbano,59,0,,-0.201,0.201,1.4,Baja,-26.42438,-70.3204
107419,Posta de Salud Rural Hierro Viejo,Posta de Salud Rural (PSR),Petorca,05404,Valparaíso,Servicio de Salud Viña del Mar Quillota,rural,154,0,,-0.123,0.123,1.4,Baja,-32.28259,-71.01729
129406,Posta de Salud Rural El Lingue,Posta de Salud Rural (PSR),Purén,09208,La Araucanía,Servicio de Salud Araucanía Norte,mixto,67,0,,-0.195,0.195,1.4,Baja,-38.09705,-72.99699
124444,Posta de Salud Rural Peñol,Posta de Salud Rural (PSR),Maullín,10108,Los Lagos,Servicio de Salud Del Reloncaví,rural,285,0,,-0.114,0.114,1.4,Baja,-41.627007,-73.419352
124446,Posta de Salud Rural La Pasada,Posta de Salud Rural (PSR),Maullín,10108,Los Lagos,Servicio de Salud Del Reloncaví,rural,253,3,,-0.114,0.114,1.4,Baja,-41.60262,-73.59368
125403,Posta de Salud Rural Caleta Andrade,Posta de Salud Rural (PSR),Aisén,11201,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,mixto,3,1,,-0.592,0.592,1.4,Baja,-45.15335,-73.51016
119710,Centro Comunitario de Salud Familiar Libertad Gaete,Centro Comunitario de Salud Familiar (CECOSF),Talcahuano,08110,Biobío,Servicio de Salud Talcahuano,,13,5,,-0.296,0.296,1.3,Baja,-36.73489,-73.11346
123428,Posta de Salud Rural Coihueco (Puerto Octay),Posta de Salud Rural (PSR),Puerto Octay,10302,Los Lagos,Servicio de Salud Osorno,rural,224,1,,-0.105,0.105,1.3,Baja,-40.97189,-72.5846
117474,Posta de Salud Rural Agua Santa,Posta de Salud Rural (PSR),El Carmen,16104,Ñuble,Servicio de Salud Ñuble,rural,61,0,,-0.138,0.138,1.3,Baja,-36.89613,-71.77485
117476,Posta de Salud Rural Las Hormigas,Posta de Salud Rural (PSR),El Carmen,16104,Ñuble,Servicio de Salud Ñuble,rural,65,1,,-0.138,0.138,1.3,Baja,-36.87134,-71.74159
116469,Posta de Salud Rural Peñuelas,Posta de Salud Rural (PSR),Villa Alegre,07407,Maule,Servicio de Salud Del Maule,rural,139,0,,-0.106,0.106,1.2,Baja,-35.65242,-71.57929
124452,Posta de Salud Rural Peñasmo,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,161,0,,-0.11,0.11,1.2,Baja,-41.74026,-73.2642
124427,Posta de Salud Rural Loncotoro,Posta de Salud Rural (PSR),Llanquihue,10107,Los Lagos,Servicio de Salud Del Reloncaví,mixto,6,0,,-0.352,0.352,1.2,Baja,-41.292503,-73.21391
117473,Posta de Salud Rural Capilla Sur,Posta de Salud Rural (PSR),El Carmen,16104,Ñuble,Servicio de Salud Ñuble,rural,46,0,,-0.138,0.138,1.2,Baja,-36.95312,-71.78529
124453,Posta de Salud Rural Avellanal,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,84,0,,-0.11,0.11,1.1,Baja,-41.75462,-73.40803
119704,Centro Comunitario de Salud Familiar Los Forjadores,Centro Comunitario de Salud Familiar (CECOSF),Penco,08107,Biobío,Servicio de Salud Talcahuano,urbano,1,0,,-0.821,0.821,1,Baja,-36.74369,-73.00491
128442,Posta de Salud Rural San José de Colico,Posta de Salud Rural (PSR),Curanilahue,08205,Biobío,Servicio de Salud Arauco,urbano,255,0,,-0.108,0.108,1,Baja,-37.365856,-73.342294
105505,Posta de Salud Rural Los Choros,Posta de Salud Rural (PSR),La Higuera,04104,Coquimbo,Servicio de Salud Coquimbo,rural,115,0,,-0.085,0.085,0.9,Baja,-29.243,-71.46005
106402,Posta de Salud Rural Quintay,Posta de Salud Rural (PSR),Casablanca,05102,Valparaíso,Servicio de Salud Valparaíso San Antonio,mixto,129,2,,-0.106,0.106,0.9,Baja,-33.196072,-71.696375
107318,Centro de Salud Familiar Boco,Centro de Salud Familiar (CESFAM),Quillota,05501,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,860,4,,-0.077,0.077,0.9,Baja,-32.86934,-71.26566
116549,Posta de Salud Rural Boyeruca,Posta de Salud Rural (PSR),Vichuquén,07309,Maule,Servicio de Salud Del Maule,rural,41,0,,-0.111,0.111,0.9,Baja,-34.68829,-72.04825
120449,Posta de Salud Rural Malla Malla,Posta de Salud Rural (PSR),Alto Biobío,08314,Biobío,Servicio de Salud Biobío,rural,2,0,,-0.359,0.359,0.9,Baja,-37.71095,-71.34136
133555,Posta de Salud Rural Nalhuitad,Posta de Salud Rural (PSR),Chonchi,10203,Los Lagos,Servicio de Salud Chiloé,rural,64,2,,-0.097,0.097,0.9,Baja,-42.52989,-73.84049
201072,Centro de Salud Familiar  OCOA,Centro de Salud Familiar (CESFAM),Hijuelas,05503,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,514,21,0.583657587548638,-0.075,0.075,0.8,Baja,-32.853834,-71.120538
116334,Centro de Salud Familiar Empedrado,Centro de Salud Familiar (CESFAM),Empedrado,07104,Maule,Servicio de Salud Del Maule,mixto,939,0,,-0.072,0.072,0.8,Baja,-35.59029,-72.28193
124462,Posta de Salud Rural Cañitas,Posta de Salud Rural (PSR),Los Muermos,10106,Los Lagos,Servicio de Salud Del Reloncaví,rural,1,0,,-0.533,0.533,0.8,Baja,-41.300429,-73.453998
133553,Posta de Salud Rural Natri,Posta de Salud Rural (PSR),Chonchi,10203,Los Lagos,Servicio de Salud Chiloé,rural,49,0,,-0.097,0.097,0.8,Baja,-42.84144,-73.74953
105506,Posta de Salud Rural El Trapiche,Posta de Salud Rural (PSR),La Higuera,04104,Coquimbo,Servicio de Salud Coquimbo,rural,47,0,,-0.085,0.085,0.7,Baja,-29.37295,-71.11493
107407,Posta de Salud Rural Trapiche,Posta de Salud Rural (PSR),La Ligua,05401,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,274,0,,-0.07,0.07,0.7,Baja,-32.320507,-71.290246
124428,Posta de Salud Rural Pellines (Llanquihue),Posta de Salud Rural (PSR),Llanquihue,10107,Los Lagos,Servicio de Salud Del Reloncaví,mixto,2,3,,-0.352,0.352,0.7,Baja,-41.189503,-73.068386
133551,Posta de Salud Rural Yaldad,Posta de Salud Rural (PSR),Quellón,10208,Los Lagos,Servicio de Salud Chiloé,mixto,31,0,,-0.121,0.121,0.7,Baja,-43.11152,-73.7089
125409,Posta de Salud Rural Puerto Bertrand,Posta de Salud Rural (PSR),Chile Chico,11401,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,mixto,1,0,,-0.586,0.586,0.7,Baja,-47.01695,-72.82942
200361,Centro Comunitario de Salud Familiar Atacama,Centro Comunitario de Salud Familiar (CECOSF),San Miguel,13130,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,urbano,2472,28,0.161812297734628,-0.055,0.055,0.7,Baja,-33.50374,-70.66271
117706,Centro Comunitario de Salud Familiar El Casino,Centro Comunitario de Salud Familiar (CECOSF),Quillón,16107,Ñuble,Servicio de Salud Ñuble,rural,745,11,0.210930009587728,-0.049,0.049,0.7,Baja,-36.83427,-72.43146
103707,Centro Comunitario de Salud Familiar Alemania,Centro Comunitario de Salud Familiar (CECOSF),Calama,02201,Antofagasta,Servicio de Salud Antofagasta,,616,7,0.162337662337662,-0.055,0.055,0.6,Baja,-22.45794,-68.93973
107404,Posta de Salud Rural Santa Marta,Posta de Salud Rural (PSR),La Ligua,05401,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,222,0,,-0.07,0.07,0.6,Baja,-32.335467,-71.181501
115466,Posta de Salud Rural Orilla de Auquinco,Posta de Salud Rural (PSR),Chepica,06302,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,1,4,,-0.408,0.408,0.6,Baja,-34.74725,-71.19042
116534,Posta de Salud Rural Huencuecho,Posta de Salud Rural (PSR),Pelarco,07106,Maule,Servicio de Salud Del Maule,rural,441,0,,-0.046,0.046,0.6,Baja,-35.38313,-71.347708
200285,Centro Comunitario de Salud Familiar Ríos de Chile,Centro Comunitario de Salud Familiar (CECOSF),Penco,08107,Biobío,Servicio de Salud Talcahuano,urbano,1,0,,-0.496,0.496,0.6,Baja,-36.70457,-72.97238
133538,Posta de Salud Rural Pulpito,Posta de Salud Rural (PSR),Chonchi,10203,Los Lagos,Servicio de Salud Chiloé,rural,9,1,,-0.097,0.097,0.5,Baja,-42.76111,-73.78861
121787,Centro Comunitario de Salud Familiar Guacolda,Centro Comunitario de Salud Familiar (CECOSF),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,463,0,,-0.035,0.035,0.4,Baja,-38.53745,-72.4275
129413,Posta de Salud Rural Amargo,Posta de Salud Rural (PSR),Collipulli,09202,La Araucanía,Servicio de Salud Araucanía Norte,mixto,38,1,,-0.061,0.061,0.4,Baja,-38.07701,-71.86998
121470,Posta de Salud Rural Muco Chureo,Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,108,0,,-0.035,0.035,0.3,Baja,-38.58488,-72.33005
123419,Posta de Salud Rural San Pedro de Purranque,Posta de Salud Rural (PSR),Purranque,10303,Los Lagos,Servicio de Salud Osorno,mixto,2,0,,-0.135,0.135,0.3,Baja,-40.942171,-73.866683
115465,Posta de Salud Rural Auquinco,Posta de Salud Rural (PSR),Chepica,06302,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,44,3,,-0.022,0.022,0.2,Baja,-34.76967,-71.1902
133515,Posta de Salud Rural Tac,Posta de Salud Rural (PSR),Quemchi,10209,Los Lagos,Servicio de Salud Chiloé,rural,32,0,,-0.024,0.024,0.2,Baja,-42.38676,-73.13622
116470,Posta de Salud Rural Orilla de Maule,Posta de Salud Rural (PSR),Yerbas Buenas,07408,Maule,Servicio de Salud Del Maule,rural,486,0,,-0.006,0.006,0.1,Baja,-35.617693,-71.539769
116471,Posta de Salud Rural Maitencillo (Yerbas Buenas),Posta de Salud Rural (PSR),Yerbas Buenas,07408,Maule,Servicio de Salud Del Maule,rural,192,0,,-0.006,0.006,0.1,Baja,-35.65061,-71.5062
120450,Posta de Salud Rural Malla Palmucho,Posta de Salud Rural (PSR),Alto Biobío,08314,Biobío,Servicio de Salud Biobío,rural,3,0,,-0.017,0.017,0.1,Baja,-38.0216,-71.468207
120464,Posta de Salud Rural Cauñicú,Posta de Salud Rural (PSR),Alto Biobío,08314,Biobío,Servicio de Salud Biobío,rural,6,0,,-0.017,0.017,0.1,Baja,-37.71329,-71.48377
101402,,,,,Arica Parinacota,Servicio de Salud Arica y Parinacota,,0,,,0.802,0,0,Baja,,
101407,,,,,Arica Parinacota,Servicio de Salud Arica y Parinacota,,0,,,0.802,0,0,Baja,,
103401,,,,,Antofagasta,Servicio de Salud Antofagasta,,0,,,-1.694,1.694,0,Baja,,
103407,,,,,Antofagasta,Servicio de Salud Antofagasta,,0,,,-1.991,1.991,0,Baja,,
104407,,,,,Atacama,Servicio de Salud Atacama,,0,,,-1.494,1.494,0,Baja,,
104408,,,,,Atacama,Servicio de Salud Atacama,,0,,,-2.393,2.393,0,Baja,,
104410,,,,,Atacama,Servicio de Salud Atacama,,0,,,-2.393,2.393,0,Baja,,
104411,,,,,Atacama,Servicio de Salud Atacama,,0,,,-2.393,2.393,0,Baja,,
104414,,,,,Atacama,Servicio de Salud Atacama,,0,,,-1.494,1.494,0,Baja,,
105442,,,,,Coquimbo,Servicio de Salud Coquimbo,,0,,,-1.891,1.891,0,Baja,,
105498,,,,,Coquimbo,Servicio de Salud Coquimbo,,0,,,-1.526,1.526,0,Baja,,
111303,,,,,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,,0,,,2.131,0,0,Baja,,
116413,,,,,Maule,Servicio de Salud Del Maule,,0,,,-2.812,2.812,0,Baja,,
117413,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.629,2.629,0,Baja,,
117414,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.629,2.629,0,Baja,,
117443,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.205,2.205,0,Baja,,
117444,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.205,2.205,0,Baja,,
117446,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.205,2.205,0,Baja,,
117458,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.498,2.498,0,Baja,,
117461,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-1.907,1.907,0,Baja,,
117465,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-2.499,2.499,0,Baja,,
117470,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-0.371,0.371,0,Baja,,
117799,,,,,Ñuble,Servicio de Salud Ñuble,,0,,,-1.518,1.518,0,Baja,,
121785,,,,,La Araucanía,Servicio de Salud Araucanía Sur,,0,,,-2.801,2.801,0,Baja,,
122459,,,,,Los Ríos,Servicio de Salud Los Rios,,0,,,-2.379,2.379,0,Baja,,
123412,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-0.135,0.135,0,Baja,,
123415,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-1.778,1.778,0,Baja,,
123420,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-1.778,1.778,0,Baja,,
123435,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-1.097,1.097,0,Baja,,
123437,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-2.506,2.506,0,Baja,,
124417,,,,,Los Lagos,Servicio de Salud Del Reloncaví,,0,,,0.343,0,0,Baja,,
124463,,,,,Los Lagos,Servicio de Salud Del Reloncaví,,0,,,-0.533,0.533,0,Baja,,
124464,,,,,Los Lagos,Servicio de Salud Del Reloncaví,,0,,,-0.149,0.149,0,Baja,,
124545,,,,,Los Lagos,Servicio de Salud Del Reloncaví,,0,,,0.194,0,0,Baja,,
124549,,,,,Los Lagos,Servicio de Salud Del Reloncaví,,0,,,-2.46,2.46,0,Baja,,
125400,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,-0.109,0.109,0,Baja,,
125410,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,1.267,0,0,Baja,,
125411,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,-2.638,2.638,0,Baja,,
125413,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,0.617,0,0,Baja,,
125416,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,-1.094,1.094,0,Baja,,
125420,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,-0.452,0.452,0,Baja,,
125421,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,0.094,0,0,Baja,,
125423,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,1.085,0,0,Baja,,
125424,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,0.094,0,0,Baja,,
125425,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,0.488,0,0,Baja,,
125426,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,-0.109,0.109,0,Baja,,
125428,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,1.885,0,0,Baja,,
125429,,,,,Aysén del General Carlos Ibañez del Campo,Servicio de Salud Aysén,,0,,,-2.777,2.777,0,Baja,,
126400,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,-1.918,1.918,0,Baja,,
126402,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,-1.918,1.918,0,Baja,,
126403,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,-1.918,1.918,0,Baja,,
126404,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,-1.918,1.918,0,Baja,,
126410,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,-0.589,0.589,0,Baja,,
126412,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,0.509,0,0,Baja,,
126414,,,,,Magallanes y de la Antártica Chilena,Servicio de Salud Magallanes,,0,,,-3.717,3.717,0,Baja,,
129401,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-2.379,2.379,0,Baja,,
129407,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-1.874,1.874,0,Baja,,
129409,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-1.887,1.887,0,Baja,,
129429,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-1.503,1.503,0,Baja,,
129438,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-2.102,2.102,0,Baja,,
129439,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-2.102,2.102,0,Baja,,
129440,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-2.102,2.102,0,Baja,,
133476,,,,,Los Lagos,Servicio de Salud Chiloé,,0,,,-1.364,1.364,0,Baja,,
133513,,,,,Los Lagos,Servicio de Salud Chiloé,,0,,,2.049,0,0,Baja,,
200082,,,,,Los Lagos,Servicio de Salud Del Reloncaví,,0,,,-0.385,0.385,0,Baja,,
200389,,,,,Metropolitana de Santiago,Servicio de Salud Metropolitano Oriente,,0,,,-1.984,1.984,0,Baja,,
200728,,,,,Maule,Servicio de Salud Del Maule,,0,,,0.665,0,0,Baja,,
201273,,,,,Antofagasta,Servicio de Salud Antofagasta,,0,,,-1.991,1.991,0,Baja,,
201304,,,,,Los Ríos,Servicio de Salud Los Rios,,0,,,-1.532,1.532,0,Baja,,
201353,,,,,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,0,,,-3.428,3.428,0,Baja,,
201412,,,,,Los Ríos,Servicio de Salud Los Rios,,0,,,-3.622,3.622,0,Baja,,
201472,,,,,La Araucanía,Servicio de Salud Araucanía Sur,,0,,,-1.649,1.649,0,Baja,,
201483,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-0.105,0.105,0,Baja,,
201488,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,-1.442,1.442,0,Baja,,
201521,,,,,Atacama,Servicio de Salud Atacama,,0,,,1.887,0,0,Baja,,
201662,,,,,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,,0,,,-2.172,2.172,0,Baja,,
201667,,,,,Los Lagos,Servicio de Salud Osorno,,0,,,-1.838,1.838,0,Baja,,
201841,,,,,La Araucanía,Servicio de Salud Araucanía Norte,,0,,,0.26,0,0,Baja,,
202039,,,,,Los Ríos,Servicio de Salud Los Rios,,0,,,-0.765,0.765,0,Baja,,
