cod_estab,nombre,tipo,comuna,cod_comuna,region,servicio_salud,zona,inscritos_60,bajo_control_65,deteccion,ef_registro,deficit,score,prioridad,lat,lon
108700,Centro Comunitario de Salud Familiar Lo Calvo,Centro Comunitario de Salud Familiar (CECOSF),San Esteban,05304,Valparaíso,Servicio de Salud Aconcagua,mixto,40,0,,-1.961,1.961,12.5,Media,-32.75186,-70.59175
124705,Centro Comunitario de Salud Familiar Anahuac,Centro Comunitario de Salud Familiar (CECOSF),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,467,3,,-1.184,1.184,12.5,Media,-41.484233,-72.976191
124434,Consultorio General Rural Tegualda,Consultorio General Rural (CGR),Fresia,10104,Los Lagos,Servicio de Salud Del Reloncaví,rural,633,3,,-0.871,0.871,12.5,Media,-41.040182,-73.410442
106422,Centro Comunitario de Salud Familiar Lo Gallardo,Centro Comunitario de Salud Familiar (CECOSF),San Antonio,05601,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,442,1,,-1.189,1.189,12.4,Media,-33.63094,-71.59579
107427,Posta de Salud Rural Las Palmas,Posta de Salud Rural (PSR),Olmué,05803,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,216,0,,-1.349,1.349,12.4,Media,-33.02285,-71.0724
116542,Posta de Salud Rural Linares de Perales,Posta de Salud Rural (PSR),Maule,07105,Maule,Servicio de Salud Del Maule,mixto,26,0,,-2.196,2.196,12.4,Media,-35.46968,-71.84333
116478,Posta de Salud Rural Los Hualles,Posta de Salud Rural (PSR),Linares,07401,Maule,Servicio de Salud Del Maule,mixto,44,1,,-1.899,1.899,12.4,Media,-36.133306,-71.324424
200349,Centro Comunitario de Salud Familiar Villa Longaví,Centro Comunitario de Salud Familiar (CECOSF),Longaví,07403,Maule,Servicio de Salud Del Maule,rural,82,0,,-1.26,1.26,12.4,Media,-35.96211,-71.68932
200440,Centro Comunitario de Salud Familiar Alerce Norte,Centro Comunitario de Salud Familiar (CECOSF),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,451,1,,-1.184,1.184,12.4,Media,-41.38398,-72.91582
124454,Posta de Salud Rural Tabón,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,81,1,,-1.262,1.262,12.4,Media,-41.90305,-73.10675
124539,Posta de Salud Rural Pocoihuén,Posta de Salud Rural (PSR),Cochamó,10103,Los Lagos,Servicio de Salud Del Reloncaví,rural,111,0,,-1.18,1.18,12.4,Media,-41.494831,-72.332956
105465,Posta de Salud Rural Ramadilla,Posta de Salud Rural (PSR),Combarbalá,04302,Coquimbo,Servicio de Salud Coquimbo,rural,26,0,,-1.676,1.676,12.3,Media,-31.22395,-70.9395
115467,Posta de Salud Rural Bucalemu (Paredones),Posta de Salud Rural (PSR),Paredones,06206,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,367,1,,-0.935,0.935,12.3,Media,-34.64562,-72.03257
116480,Posta de Salud Rural Miraflores,Posta de Salud Rural (PSR),Longaví,07403,Maule,Servicio de Salud Del Maule,rural,79,0,,-1.26,1.26,12.3,Media,-35.91873,-71.64521
116522,Posta de Salud Rural Los Carros,Posta de Salud Rural (PSR),Parral,07404,Maule,Servicio de Salud Del Maule,mixto,328,4,,-1.238,1.238,12.3,Media,-36.23168,-71.72478
110760,Centro Comunitario de Salud Familiar Valmi  Aguirre,Centro Comunitario de Salud Familiar (CECOSF),Curacaví,13503,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,559,0,,-1.138,1.138,12.3,Media,-33.39079,-71.12384
122414,Posta de Salud Rural Chan Chan,Posta de Salud Rural (PSR),Mariquina,14106,Los Ríos,Servicio de Salud Los Rios,rural,36,0,,-1.532,1.532,12.3,Media,-39.538814,-73.242272
116546,Posta de Salud Rural Chequén,Posta de Salud Rural (PSR),San Clemente,07109,Maule,Servicio de Salud Del Maule,rural,29,0,,-1.604,1.604,12.2,Media,-35.56551,-71.55958
124404,Posta de Salud Rural Lenca,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,411,1,,-1.184,1.184,12.2,Media,-41.604833,-72.689152
133526,Posta de Salud Rural Pelu,Posta de Salud Rural (PSR),Quellón,10208,Los Lagos,Servicio de Salud Chiloé,mixto,55,2,,-1.768,1.768,12.2,Media,-43.150328,-73.551745
116553,Posta de Salud Rural Quilhuine,Posta de Salud Rural (PSR),Chanco,07202,Maule,Servicio de Salud Del Maule,rural,28,0,,-1.609,1.609,12.1,Media,-35.59355,-72.52816
118318,Centro de Salud Familiar Lomas Coloradas,Centro de Salud Familiar (CESFAM),San Pedro de la Paz,08108,Biobío,Servicio de Salud Concepción,urbano,4139,8,0.0276119145411245,-0.85,0.85,12.1,Media,-36.8857,-73.13911
120451,Posta de Salud Rural La Aguada,Posta de Salud Rural (PSR),Yumbel,08313,Biobío,Servicio de Salud Biobío,rural,222,2,,-1.005,1.005,12.1,Media,-37.209,-72.43561
121560,Posta de Salud Rural Quelhue,Posta de Salud Rural (PSR),Pucón,09115,La Araucanía,Servicio de Salud Araucanía Sur,mixto,72,1,,-1.649,1.649,12.1,Media,-39.26109,-71.91999
122458,Posta de Salud Rural Calcurrupe,Posta de Salud Rural (PSR),Lago Ranco,14203,Los Ríos,Servicio de Salud Los Rios,rural,68,0,,-1.283,1.283,12.1,Media,-40.23517,-72.25226
200038,Posta de Salud Rural Alquihue,Posta de Salud Rural (PSR),San Javier,07406,Maule,Servicio de Salud Del Maule,mixto,164,0,,-1.369,1.369,12,Media,-35.63957,-71.80996
118431,Posta de Salud Rural Quilacoya,Posta de Salud Rural (PSR),Hualqui,08105,Biobío,Servicio de Salud Concepción,mixto,312,1,,-1.214,1.214,12,Media,-37.05766,-72.96015
121587,Posta de Salud Rural Epeukura,Posta de Salud Rural (PSR),Curarrehue,09104,La Araucanía,Servicio de Salud Araucanía Sur,rural,51,0,,-1.364,1.364,12,Media,-39.18122,-71.47427
116407,Posta de Salud Rural Pellines (Empedrado),Posta de Salud Rural (PSR),Empedrado,07104,Maule,Servicio de Salud Del Maule,mixto,54,0,,-1.734,1.734,11.9,Media,-35.535341,-72.287571
116458,Posta de Salud Rural Buenos Aires,Posta de Salud Rural (PSR),San Clemente,07109,Maule,Servicio de Salud Del Maule,rural,27,2,,-1.604,1.604,11.9,Media,-35.59268,-71.37028
116482,Posta de Salud Rural Mesamávida (Longaví),Posta de Salud Rural (PSR),Longaví,07403,Maule,Servicio de Salud Del Maule,rural,69,0,,-1.26,1.26,11.9,Media,-35.9772,-71.56887
121309,Centro de Salud Familiar Pueblo Nuevo,Centro de Salud Familiar (CESFAM),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,5977,2,,-0.796,0.796,11.9,Media,-38.71801,-72.56234
129404,Posta de Salud Rural Cuartel Quemado,Posta de Salud Rural (PSR),Purén,09208,La Araucanía,Servicio de Salud Araucanía Norte,mixto,44,0,,-1.821,1.821,11.9,Media,-38.1133,-73.07547
116462,Posta de Salud Rural Huerta,Posta de Salud Rural (PSR),San Javier,07406,Maule,Servicio de Salud Del Maule,mixto,153,0,,-1.369,1.369,11.8,Media,-35.6618,-71.94937
121481,Posta de Salud Rural Repocura,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,108,2,,-1.13,1.13,11.8,Media,-38.48254,-72.87979
122461,Posta de Salud Rural  Rupumeica Bajo,Posta de Salud Rural (PSR),Lago Ranco,14203,Los Ríos,Servicio de Salud Los Rios,rural,62,0,,-1.283,1.283,11.8,Media,-40.319279,-71.961554
133487,Centro Comunitario de Salud Familiar Quetalmahue,Centro Comunitario de Salud Familiar (CECOSF),Ancud,10202,Los Lagos,Servicio de Salud Chiloé,mixto,99,0,,-1.485,1.485,11.7,Media,-41.85771,-73.95631
114318,Centro de Salud Familiar Flor Fernández,Centro de Salud Familiar (CESFAM),La Pintana,13112,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,2368,12,0.0723938223938224,-0.875,0.875,11.7,Media,-33.5855,-70.63626
107430,Posta de Salud Rural Manzanar,Posta de Salud Rural (PSR),Quillota,05501,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,213,0,,-1.265,1.265,11.6,Media,-32.91644,-71.37564
106417,Posta de Salud Rural El Asilo,Posta de Salud Rural (PSR),San Antonio,05601,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,60,0,,-1.649,1.649,11.6,Media,-33.752633,-71.363168
116464,Posta de Salud Rural Caliboro,Posta de Salud Rural (PSR),San Javier,07406,Maule,Servicio de Salud Del Maule,mixto,142,0,,-1.369,1.369,11.6,Media,-35.79157,-71.89095
129424,Posta de Salud Rural Curilebu,Posta de Salud Rural (PSR),Lumaco,09207,La Araucanía,Servicio de Salud Araucanía Norte,rural,25,0,,-1.592,1.592,11.6,Media,-38.30549,-73.16927
133495,Posta de Salud Rural Montemar,Posta de Salud Rural (PSR),Quemchi,10209,Los Lagos,Servicio de Salud Chiloé,rural,131,0,,-1.068,1.068,11.6,Media,-42.25959,-73.42806
124521,Posta de Salud Rural Nayahue,Posta de Salud Rural (PSR),Chaitén,10401,Los Lagos,Servicio de Salud Del Reloncaví,rural,28,0,,-1.548,1.548,11.6,Media,-42.71586,-73.07577
114320,Centro de Salud Familiar Bernardo Leighton,Centro de Salud Familiar (CESFAM),Puente Alto,13201,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,9595,9,0.0133998362242239,-0.731,0.731,11.5,Media,-33.58428,-70.60438
117423,Posta de Salud Rural Monte Blanco,Posta de Salud Rural (PSR),San Carlos,16301,Ñuble,Servicio de Salud Ñuble,mixto,33,0,,-1.907,1.907,11.5,Media,-36.50257,-71.91196
103405,Posta de Salud Rural Socaire,Posta de Salud Rural (PSR),San Pedro de Atacama,02203,Antofagasta,Servicio de Salud Antofagasta,rural,54,0,,-1.273,1.273,11.4,Media,-23.59124,-67.89035
116520,Posta de Salud Rural Santa Elena (San Clemente),Posta de Salud Rural (PSR),San Clemente,07109,Maule,Servicio de Salud Del Maule,rural,23,0,,-1.604,1.604,11.4,Media,-35.48784,-71.466615
120424,Posta de Salud Rural Choroico (Nacimiento),Posta de Salud Rural (PSR),Nacimiento,08306,Biobío,Servicio de Salud Biobío,mixto,166,0,,-1.299,1.299,11.4,Media,-37.54095,-72.83167
121491,Posta de Salud Rural Las Hortensias,Posta de Salud Rural (PSR),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,412,1,,-0.84,0.84,11.3,Media,-38.94096,-72.15235
124403,Posta de Salud Rural Chaicas,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,260,4,,-1.184,1.184,11.3,Media,-41.627726,-72.664982
109410,Posta de Salud Rural La Capilla de Caleu,Posta de Salud Rural (PSR),Tiltil,13303,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,mixto,178,2,,-1.274,1.274,11.3,Media,-33.002879,-70.995242
105451,Posta de Salud Rural Agua Fría,Posta de Salud Rural (PSR),Canela,04202,Coquimbo,Servicio de Salud Coquimbo,rural,26,0,,-1.526,1.526,11.2,Media,-31.53725,-71.37805
121550,Posta de Salud Rural Copihuelpe,Posta de Salud Rural (PSR),Loncoche,09109,La Araucanía,Servicio de Salud Araucanía Sur,mixto,113,0,,-1.377,1.377,11.2,Media,-39.39135,-72.3695
117416,Posta de Salud Rural Rivera de Ñuble,Posta de Salud Rural (PSR),San Carlos,16301,Ñuble,Servicio de Salud Ñuble,mixto,30,0,,-1.907,1.907,11.2,Media,-36.47914,-71.7562
105508,Posta de Salud Rural El Parral de Quiles,Posta de Salud Rural (PSR),Punitaqui,04304,Coquimbo,Servicio de Salud Coquimbo,rural,13,0,,-1.891,1.891,11.1,Media,-30.950352,-71.501046
121347,Centro de Salud Familiar Pedro de Valdivia,Centro de Salud Familiar (CESFAM),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,3459,1,,-0.796,0.796,11.1,Media,-38.71363,-72.62011
124402,Posta de Salud Rural Correntoso,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,238,2,,-1.184,1.184,11.1,Media,-41.45321,-72.65837
133529,Posta de Salud Rural Piedras Blancas,Posta de Salud Rural (PSR),Quellón,10208,Los Lagos,Servicio de Salud Chiloé,mixto,38,0,,-1.768,1.768,11.1,Media,-43.24874,-73.6953
111781,Centro Comunitario de Salud Familiar Villa Francia,Centro Comunitario de Salud Familiar (CECOSF),Estación Central,13106,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,,94,6,0.911854103343465,-1.426,1.426,11.1,Media,-33.47482,-70.71547
122420,Posta de Salud Rural Iñipulli,Posta de Salud Rural (PSR),Mariquina,14106,Los Ríos,Servicio de Salud Los Rios,rural,25,0,,-1.532,1.532,11.1,Media,-39.65067,-73.22581
124432,Posta de Salud Rural Centinela,Posta de Salud Rural (PSR),Frutillar,10105,Los Lagos,Servicio de Salud Del Reloncaví,mixto,97,1,,-1.399,1.399,11,Media,-41.10161,-73.22926
118704,Centro Comunitario de Salud Familiar Colcura,Centro Comunitario de Salud Familiar (CECOSF),Lota,08106,Biobío,Servicio de Salud Concepción,urbano,234,4,,-1.163,1.163,10.9,Media,-37.1124,-73.14659
122439,Posta de Salud Rural Futahuente,Posta de Salud Rural (PSR),Río Bueno,14204,Los Ríos,Servicio de Salud Los Rios,rural,20,0,,-1.607,1.607,10.9,Media,-40.50567,-72.69994
116490,Centro Comunitario de Salud Familiar Camelias,Centro Comunitario de Salud Familiar (CECOSF),Retiro,07405,Maule,Servicio de Salud Del Maule,rural,257,0,,-0.869,0.869,10.8,Media,-36.21106,-71.60496
120435,Posta de Salud Rural Tinajón,Posta de Salud Rural (PSR),Quilleco,08309,Biobío,Servicio de Salud Biobío,rural,71,0,,-1.132,1.132,10.8,Media,-37.43222,-71.81611
120459,Posta de Salud Rural Trupán,Posta de Salud Rural (PSR),Tucapel,08312,Biobío,Servicio de Salud Biobío,mixto,384,0,,-1.062,1.062,10.8,Media,-37.2752,-71.83752
129703,Centro Comunitario de Salud Familiar El Retiro,Centro Comunitario de Salud Familiar (CECOSF),Angol,09201,La Araucanía,Servicio de Salud Araucanía Norte,urbano,848,0,,-0.935,0.935,10.8,Media,-37.79821,-72.72289
202043,Posta de Salud Rural  Pucatrihue,Posta de Salud Rural (PSR),San Juan de la Costa,10306,Los Lagos,Servicio de Salud Osorno,rural,7,0,,-2.326,2.326,10.8,Media,-40.5453231,-73.7186675
133504,Posta de Salud Rural Isla Lin-Lin,Posta de Salud Rural (PSR),Quinchao,10210,Los Lagos,Servicio de Salud Chiloé,rural,20,0,,-1.576,1.576,10.7,Media,-42.3883,-73.43407
116415,Posta de Salud Rural Chequenlemu,Posta de Salud Rural (PSR),Curicó,07301,Maule,Servicio de Salud Del Maule,,64,0,,-1.477,1.477,10.6,Media,-35.09197,-71.09292
116460,Posta de Salud Rural Rastrojos,Posta de Salud Rural (PSR),San Javier,07406,Maule,Servicio de Salud Del Maule,mixto,90,0,,-1.369,1.369,10.6,Media,-35.58291,-72.11439
114326,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Puente Alto,13201,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,4684,15,0.0457484445528852,-0.731,0.731,10.6,Media,-33.62597,-70.62576
116406,Posta de Salud Rural El Parrón,Posta de Salud Rural (PSR),Rauco,07305,Maule,Servicio de Salud Del Maule,rural,95,0,,-1.033,1.033,10.5,Media,-34.92166,-71.50868
116764,Centro Comunitario de Salud Familiar Loma de Las Tortillas,Centro Comunitario de Salud Familiar (CECOSF),Villa Alegre,07407,Maule,Servicio de Salud Del Maule,rural,362,1,,-0.802,0.802,10.5,Media,-35.62251,-71.74718
124530,Posta de Salud Rural Chumeldén,Posta de Salud Rural (PSR),Chaitén,10401,Los Lagos,Servicio de Salud Del Reloncaví,rural,20,0,,-1.548,1.548,10.5,Media,-42.52119,-72.81197
105487,Posta de Salud Rural Cañas Uno,Posta de Salud Rural (PSR),Illapel,04201,Coquimbo,Servicio de Salud Coquimbo,mixto,443,0,,-0.999,0.999,10.4,Media,-31.73213,-71.25686
124555,Posta de Salud Rural Llaguepe,Posta de Salud Rural (PSR),Cochamó,10103,Los Lagos,Servicio de Salud Del Reloncaví,rural,52,0,,-1.18,1.18,10.4,Media,-41.72217,-72.48408
124433,Posta de Salud Rural Parga,Posta de Salud Rural (PSR),Fresia,10104,Los Lagos,Servicio de Salud Del Reloncaví,rural,212,1,,-0.871,0.871,10.4,Media,-41.21701,-73.4884
129414,Posta de Salud Rural Niblinto,Posta de Salud Rural (PSR),Collipulli,09202,La Araucanía,Servicio de Salud Araucanía Norte,mixto,9,3,,-2.601,2.601,10.3,Media,-38.147351,-71.868654
105468,Posta de Salud Rural El Molle,Posta de Salud Rural (PSR),Vicuña,04106,Coquimbo,Servicio de Salud Coquimbo,mixto,303,0,,-1.043,1.043,10.2,Media,-29.97835,-70.95148
128729,Centro de Salud Familiar Tubul,Centro de Salud Familiar (CESFAM),Arauco,08202,Biobío,Servicio de Salud Arauco,mixto,75,2,,-1.369,1.369,10.2,Media,-37.23139,-73.44006
115412,Posta de Salud Rural La Panchina,Posta de Salud Rural (PSR),Las Cabras,06107,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,18,2,,-1.543,1.543,10.1,Media,-34.20098,-71.21047
116498,Posta de Salud Rural Tapihue,Posta de Salud Rural (PSR),Cauquenes,07201,Maule,Servicio de Salud Del Maule,mixto,47,0,,-1.521,1.521,10.1,Media,-35.772709,-72.303509
123425,Posta de Salud Rural Cancura,Posta de Salud Rural (PSR),Osorno,10301,Los Lagos,Servicio de Salud Osorno,,330,1,,-1.017,1.017,10.1,Media,-40.75995,-72.96472
122429,Posta de Salud Rural Puerto Nuevo,Posta de Salud Rural (PSR),La Unión,14201,Los Ríos,Servicio de Salud Los Rios,mixto,268,0,,-1.054,1.054,10.1,Media,-40.24128,-72.58979
122437,Posta de Salud Rural Trapi,Posta de Salud Rural (PSR),Río Bueno,14204,Los Ríos,Servicio de Salud Los Rios,rural,16,0,,-1.607,1.607,10.1,Media,-40.40156,-72.70494
133488,Posta de Salud Rural Nal,Posta de Salud Rural (PSR),Ancud,10202,Los Lagos,Servicio de Salud Chiloé,mixto,7,0,,-2.819,2.819,10,Media,-41.82074,-73.92855
123427,Posta de Salud Rural La Calo,Posta de Salud Rural (PSR),Puerto Octay,10302,Los Lagos,Servicio de Salud Osorno,rural,276,0,,-0.801,0.801,10,Media,-40.9746,-72.73914
108707,Centro Comunitario de Salud Familiar Juan Pablo Segundo( Los Andes),Centro Comunitario de Salud Familiar (CECOSF),Los Andes,05301,Valparaíso,Servicio de Salud Aconcagua,urbano,4,0,,-3.603,3.603,9.9,Media,-32.837884,-70.613208
116496,Posta de Salud Rural Catillo,Posta de Salud Rural (PSR),Parral,07404,Maule,Servicio de Salud Del Maule,mixto,105,2,,-1.238,1.238,9.9,Media,-36.28591,-71.65239
121352,Centro de Salud Docente Asistencial Monseñor Sergio Valech,Consultorio General Rural (CGR),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,1424,0,,-0.796,0.796,9.9,Media,-38.6597,-72.71322
110758,Centro Comunitario de Salud Familiar Santa Corina,Centro Comunitario de Salud Familiar (CECOSF),Pudahuel,13124,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,177,0,,-1.118,1.118,9.9,Media,-33.45005,-70.7462
110778,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Centro Comunitario de Salud Familiar (CECOSF),Melipilla,13501,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,986,3,,-0.837,0.837,9.9,Media,-33.67872,-71.20689
106405,Posta de Salud Rural Lagunillas,Posta de Salud Rural (PSR),Casablanca,05102,Valparaíso,Servicio de Salud Valparaíso San Antonio,mixto,374,0,,-0.96,0.96,9.8,Media,-33.44247,-71.45254
124435,Posta de Salud Rural Polizones,Posta de Salud Rural (PSR),Fresia,10104,Los Lagos,Servicio de Salud Del Reloncaví,rural,151,0,,-0.871,0.871,9.8,Media,-41.12982,-73.37238
200265,Centro Comunitario de Salud Familiar Andacollo,Centro Comunitario de Salud Familiar (CECOSF),Providencia,13123,Metropolitana de Santiago,Servicio de Salud Metropolitano Oriente,urbano,43,0,,-1.51,1.51,9.8,Media,-33.43767,-70.60625
113321,Centro de Salud Familiar Calera de Tango,Centro de Salud Familiar (CESFAM),Calera de Tango,13403,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,rural,1841,4,,-0.586,0.586,9.8,Media,-33.63601,-70.81101
116500,Posta de Salud Rural Santo Toribio,Posta de Salud Rural (PSR),Cauquenes,07201,Maule,Servicio de Salud Del Maule,mixto,41,0,,-1.521,1.521,9.7,Media,-35.834129,-72.033336
110750,Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Centro Comunitario de Salud Familiar (CECOSF),Pudahuel,13124,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,154,0,,-1.118,1.118,9.7,Media,-33.43313,-70.76133
105493,Posta de Salud Rural Mincha Sur,Posta de Salud Rural (PSR),Canela,04202,Coquimbo,Servicio de Salud Coquimbo,rural,16,0,,-1.526,1.526,9.6,Media,-31.59929,-71.43322
116551,Posta de Salud Rural Talquita,Posta de Salud Rural (PSR),Parral,07404,Maule,Servicio de Salud Del Maule,mixto,91,0,,-1.238,1.238,9.6,Media,-36.235919,-71.808854
133527,Posta de Salud Rural Punta Liles o Laitec,Posta de Salud Rural (PSR),Quellón,10208,Los Lagos,Servicio de Salud Chiloé,mixto,23,0,,-1.768,1.768,9.6,Media,-43.219119,-73.619778
106305,Centro de Salud Familiar Jean y Marie Thierry,Centro de Salud Familiar (CESFAM),Valparaíso,05101,Valparaíso,Servicio de Salud Valparaíso San Antonio,,3339,35,0.149745432764301,-0.682,0.682,9.5,Media,-33.052462,-71.609629
115327,Centro de Salud Familiar Olivar Alto,Centro de Salud Familiar (CESFAM),Olivar,06111,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,1296,0,,-0.77,0.77,9.5,Media,-34.21298,-70.81463
116402,Posta de Salud Rural Pilén,Posta de Salud Rural (PSR),Cauquenes,07201,Maule,Servicio de Salud Del Maule,mixto,37,0,,-1.521,1.521,9.5,Media,-35.98133,-72.45443
116491,Posta de Salud Rural San Marcos (Retiro),Posta de Salud Rural (PSR),Retiro,07405,Maule,Servicio de Salud Del Maule,rural,131,0,,-0.869,0.869,9.5,Media,-36.16011,-71.73795
124443,Posta de Salud Rural Misquihue,Posta de Salud Rural (PSR),Maullín,10108,Los Lagos,Servicio de Salud Del Reloncaví,rural,187,0,,-0.81,0.81,9.5,Media,-41.540984,-73.390024
133528,Posta de Salud Rural Punta Paula o Coldita,Posta de Salud Rural (PSR),Quellón,10208,Los Lagos,Servicio de Salud Chiloé,mixto,22,0,,-1.768,1.768,9.5,Media,-43.189104,-73.692227
116481,Posta de Salud Rural Huimeo,Posta de Salud Rural (PSR),Longaví,07403,Maule,Servicio de Salud Del Maule,rural,27,0,,-1.26,1.26,9.4,Media,-35.8268,-71.75442
116523,Posta de Salud Rural Monte Flor,Posta de Salud Rural (PSR),Parral,07404,Maule,Servicio de Salud Del Maule,mixto,82,0,,-1.238,1.238,9.4,Media,-36.238563,-71.941073
116492,Posta de Salud Rural Copihue,Posta de Salud Rural (PSR),Retiro,07405,Maule,Servicio de Salud Del Maule,rural,127,0,,-0.869,0.869,9.4,Media,-36.089751,-71.801236
116468,Posta de Salud Rural Lagunillas ( Villa Alegre ),Posta de Salud Rural (PSR),Villa Alegre,07407,Maule,Servicio de Salud Del Maule,rural,193,0,,-0.802,0.802,9.4,Media,-35.652272,-71.652963
120781,Centro Comunitario de Salud Familiar Las Azaleas,Centro Comunitario de Salud Familiar (CECOSF),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,667,0,,-0.844,0.844,9.4,Media,-37.46877,-72.36601
121789,Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora,Centro Comunitario de Salud Familiar (CECOSF),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,480,0,,-0.891,0.891,9.4,Media,-38.51699,-72.43071
